name;open;high;low;close;volume;marketCap;timestamp
"2781";3159.80258555;3260.923955353;2906.3019123132;3150.3078159523;13259290126.43;0;"2024-04-15T00:00:00.000Z"
"2781";3150.3015601738;3329.0009220647;3097.6957347451;3280.8906923005;12006242724.28;0;"2024-04-22T00:00:00.000Z"
"2781";3280.8821311084;3281.2718470496;2853.698218992;3137.4794087387;11406030065.97;0;"2024-04-29T00:00:00.000Z"
"2781";3137.4897540158;3202.170319672;2896.1780003303;2929.8297215656;7838623317.37;0;"2024-05-06T00:00:00.000Z"
"2781";2929.8224364193;3136.6921424416;2880.1471637122;3072.6622405799;7896260107.53;0;"2024-05-13T00:00:00.000Z"
"2781";3072.6469020109;3909.3113079136;3066.8695402837;3832.012839584;10721590402.59;0;"2024-05-20T00:00:00.000Z"
"2781";3832.0070545698;3949.2900759387;3723.6215710826;3781.5604867973;6923227501.61;12763968216.61;"2024-05-27T00:00:00.000Z"
"2781";3781.5606579974;3868.4332812188;3672.9137257666;3706.6795459919;6072493127.98;12511220681.9;"2024-06-03T00:00:00.000Z"
"2781";3706.6603411986;3706.6603411986;3382.5044699566;3616.3003797059;6287293350.33;12206162291.92;"2024-06-10T00:00:00.000Z"
"2781";3617.2387840932;3627.3653882934;3391.9411012715;3421.5352342179;7100077594.54;11548768069.92;"2024-06-17T00:00:00.000Z"
"2781";3421.4895507091;3459.8489163726;3281.1746854542;3434.2143847575;8670821409.33;11591564229.8;"2024-06-24T00:00:00.000Z"
"2781";3434.2523121527;3500.0655292018;2853.7171928969;2942.2014283496;7313647735.03;9930864242.22;"2024-07-01T00:00:00.000Z"
"2781";2942.0437379108;3255.483890773;2864.3874623596;3252.9336945932;5868665945.37;10979684327.08;"2024-07-08T00:00:00.000Z"
"2781";3252.638710875;3529.3549344931;3245.5480513536;3529.3549344931;6905947431.21;11912693801.09;"2024-07-15T00:00:00.000Z"
"2781";3529.3858755499;3540.8582713692;3115.5294237103;3266.8269345757;7040339929.66;11026585591.18;"2024-07-22T00:00:00.000Z"
"2781";3266.8290578619;3386.3915840349;2671.4546598175;2709.9108612461;7102232960.35;9146809804.47;"2024-07-29T00:00:00.000Z"
"2781";2709.8972922757;2709.8972922757;2193.8611095385;2561.5204588031;10064410311.58;8645945068.53;"2024-08-05T00:00:00.000Z"
"2781";2561.6103079592;2748.4600985921;2539.8185191354;2639.6122467982;5078437561.69;8909529654.39;"2024-08-12T00:00:00.000Z"
"2781";2639.4339091597;2798.5212924174;2570.8487882375;2762.4336561062;4717110318.59;9324090917.98;"2024-08-19T00:00:00.000Z"
"2781";2762.4382931137;2762.4382931137;2429.3050778113;2434.0819359831;4551908513.72;8215799580.47;"2024-08-26T00:00:00.000Z"
"2781";2434.0853124885;2543.86196971;2194.8640875363;2298.2537180418;4827585144.83;7757336206.88;"2024-09-02T00:00:00.000Z"
"2781";2298.237474941;2447.6003047614;2292.8589152023;2327.1814384866;4120711515.17;7854929140.49;"2024-09-09T00:00:00.000Z"
"2781";2327.1674219921;2617.0646997466;2273.1986474331;2580.4147585669;4259114201.07;8709719330.92;"2024-09-16T00:00:00.000Z"
"2781";2580.4137836572;2706.4079826795;2568.5130384824;2659.3568123294;4353272276.01;8976173833.79;"2024-09-23T00:00:00.000Z"
"2781";2659.3615018784;2659.5128157658;2327.1923306578;2438.2597320288;4788696433.1;8229900968.96;"2024-09-30T00:00:00.000Z"
"2781";2438.2598071124;2503.7622466261;2357.9938516588;2465.405686881;5225797396.94;8321563180.17;"2024-10-07T00:00:00.000Z"
"2781";2465.4163502409;2743.0327905863;2451.0570317748;2743.0327905863;5089376818.23;9259460019.91;"2024-10-14T00:00:00.000Z"
"2781";2743.2855622466;2752.51255234;2432.6576495502;2510.1573687882;4935912650.63;8472578327.19;"2024-10-21T00:00:00.000Z"
"2781";2510.0271574519;2698.6382802375;2426.2289396746;2457.3172400497;6313979480.76;8294234846.04;"2024-10-28T00:00:00.000Z"
"2781";2457.3198279472;3227.6801638656;2393.0286224155;3186.4258466282;8188607908.4;10755260514.34;"2024-11-04T00:00:00.000Z"
"2781";3186.4440068593;3398.0075062975;3028.8479210409;3071.4948699029;12080665200.76;10367266106.04;"2024-11-11T00:00:00.000Z"
"2781";3071.4935177108;3474.2493205555;3052.5564448643;3360.9957125697;13129216530.71;11344417315.04;"2024-11-18T00:00:00.000Z"
"2781";3360.9903872317;3729.7257294105;3289.4769691435;3716.208695845;11888456781.85;12543325833.67;"2024-11-25T00:00:00.000Z"
"2781";3716.191288485;4072.4753428187;3559.4788554748;4000.945174991;12536115426.09;13504487467.02;"2024-12-02T00:00:00.000Z"
"2781";4000.9531240646;4001.3313962089;3546.9819828455;3928.9994689978;13099927621.73;13261894076.74;"2024-12-09T00:00:00.000Z"
"2781";3929.0803643551;4058.1676819926;3142.1477196623;3279.2582485092;14943357898.56;11068379047.01;"2024-12-16T00:00:00.000Z"
"2781";3279.2111388634;3510.9539390438;3250.3138010532;3348.8090247432;7643623019.63;11303230157.93;"2024-12-23T00:00:00.000Z"
"2781";3348.7901057211;3661.6694436463;3320.0636120061;3638.5812320739;8562408007.67;12281501989.78;"2024-12-30T00:00:00.000Z"
"2781";3638.6211527272;3710.5844350854;3204.116121337;3258.5441497339;9715823470.78;10998648938.51;"2025-01-06T00:00:00.000Z"
"2781";3258.5523100013;3488.290507231;3007.7254118622;3275.0524378091;12525237675.08;11053879378.74;"2025-01-13T00:00:00.000Z"
"2781";3274.9153450981;3403.7508880843;3188.6755587064;3269.6767020813;10943197110.87;11036198346.2;"2025-01-20T00:00:00.000Z"
"2781";3269.6770135768;3400.6607788171;2854.0893026252;2861.8415977948;10417248211.95;9659816315.75;"2025-01-27T00:00:00.000Z"
"2781";2861.8984882444;2894.4916070733;2290.7859769735;2626.1595137087;9077772961.04;8864176290.1;"2025-02-03T00:00:00.000Z"
"2781";2626.1754773551;2769.4373626439;2585.7057484646;2668.6284934907;6719061222.95;9007303172.44;"2025-02-10T00:00:00.000Z"
"2781";2668.5794522154;2826.7595058116;2625.1188810699;2815.8670292804;6486415022.36;9504496919.69;"2025-02-17T00:00:00.000Z"
"2781";2815.8822566465;2821.3434401295;2099.2517548501;2518.3351453762;10784279222.55;8500217507.71;"2025-02-24T00:00:00.000Z"
"2781";2518.3459850481;2518.6309298361;2013.4878103281;2016.4695085191;6664382949.03;6806270943.43;"2025-03-03T00:00:00.000Z"
"2781";2016.4831179901;2121.6557146361;1823.4691107848;1885.1698978532;6157056266.58;6363037297.44;"2025-03-10T00:00:00.000Z"
"2781";1885.1669873354;2055.1953563737;1879.7515978916;1996.2530759434;4662524449.96;6738293961.78;"2025-03-17T00:00:00.000Z"
"2781";1996.3436852446;2094.8903355359;1796.2782824251;1804.9376839904;5205049086.76;6092277008.49;"2025-03-24T00:00:00.000Z"
"2781";1804.9492651457;1917.4344783838;1565.6681227298;1575.5633951377;5418881537.48;5318040362.07;"2025-03-31T00:00:00.000Z"
"2781";1576.1909533725;1610.4606788502;1418.4864871458;1467.0150286318;0;0;"2025-04-07T00:00:00Z"
